2,1309,2.25,2128.34,215.7,0,Tue May 11 16:29:05 2021
2,1309,2.25,2128.34,215.7,0,Tue May 11 16:30:03 2021
2,1215,2.32,2370.37,185.5,0,Tue May 11 16:30:03 2021
2,1314,2.24,2116.44,217.4,0,Tue May 11 16:30:09 2021
2,1311,2.24,2123.57,216.4,0,Tue May 11 16:30:09 2021
2,1309,2.25,2128.34,215.7,0,Tue May 11 16:31:47 2021
2,1215,2.32,2370.37,185.5,0,Tue May 11 16:31:47 2021
2,1314,2.24,2116.44,217.4,0,Tue May 11 16:31:53 2021
2,1311,2.24,2123.57,216.4,0,Tue May 11 16:31:53 2021
2,1280,2.27,2199.22,206.0,0,Tue May 11 16:31:59 2021
2,1370,2.20,1989.05,237.1,0,Tue May 11 16:31:59 2021
2,1315,2.24,2114.07,217.7,0,Tue May 11 16:32:05 2021
2,1309,2.25,2128.34,215.7,0,Tue May 11 16:32:05 2021
2,1309,2.25,2128.34,215.7,0,Tue May 11 16:32:22 2021
2,1215,2.32,2370.37,185.5,0,Tue May 11 16:32:22 2021
2,1314,2.24,2116.44,217.4,0,Tue May 11 16:32:28 2021
2,1311,2.24,2123.57,216.4,0,Tue May 11 16:32:28 2021
2,1280,2.27,2199.22,206.0,0,Tue May 11 16:32:34 2021
2,1370,2.20,1989.05,237.1,0,Tue May 11 16:32:34 2021
2,1315,2.24,2114.07,217.7,0,Tue May 11 16:32:40 2021
2,1309,2.25,2128.34,215.7,0,Tue May 11 16:32:40 2021
